OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
2896,DG03628,HOWE,DG097-013003-,DONEGAL,KILL (Largymore ED),7,R161145,566261.000000000000000,875925.000000000000000,54.630414903000002,-8.522525606000000,Ritual site - holy well,Not indicated,Outlined, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG097-013003-,"Described by Ó Muirgheasa in 1936 as 'Proceeding westwards from Killybegs, the first townland met with in Kilcar parish is Kill. Here on the slope, of the rugged hill north of the road was a Holy Well, now almost closed up. Some 20 or 30 yards lower dow"
2897,DG03629,HOWE,DG065-018----,DONEGAL,AN DUMHAIGH (TC Leitir Mhic an Bhaird),7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG065-018----,"Unlocated holy well within the townland of Dooey, the precise location of which has not been  identified.  Described by Ó Muirgheasa in 1936 as 'There is a very remarkable well in Dooey (near Lettermacaward), connected by tradition with St. Connell's fi"
2898,DG03630,HOWE,DG054-051----,DONEGAL,RYELANDS,7,R177988,628695.000000000000000,911501.000000000000000,54.950358713999996,-7.552070066000000,Ritual site - holy well,'Toberslane','Toberslane', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG054-051----,"Described by Ó Muirgheasa in 1936 as ' ""Tobar Slan, in the townland of Ryelands"", near Manorcunningham, is mentioned in O'Donovan's Survey Letters. He believed it was the same as a historic well called Tobar Cobharthach, as it means the Well of Healing'"
2899,DG03652,HOWE,DG070-080----,DONEGAL,AGHNAKEERAGH,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG070-080----,Unlocated holy well in the townland of Aghnakeeragh that is dedicated to St. Brigid.  The 1937-8 Schools Folklore Collection recorded that 'in the townland of Aughankeeragh about one mile from Raphoe. Holy Well dedicated to St. Brigid. Located near the r
2900,DG03653,HOWE,DG028-036----,DONEGAL,ANNY FAR AND NEAR,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG028-036----,"Unlocated holy well within the townland of Anny Far and Near that was recorded by Ó Muirgheasa (No. 86) in 1936 and described as, 'near by at Anney there is a well on the seashore, now washed by the tide, whose waters are regarded as a cure for headache"
2901,DG03654,HOWE,DG086-006----,DONEGAL,TRUSK,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG086-006----,"Unlocated holy well possibly located in the townland of Trusk which was recorded by Ó Muirgheasa in 1936 (No. 73). Ó Muirgheasa recorded that 'coming inland we find a Holy Well in the mountains to the east of Barnesmore, and on the Donegal side of Loug"
2902,DG03655,HOWE,DG054-052----,DONEGAL,KILLYVERRY,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG054-052----,"Unlocated holy well dedicated to St. Mary in the townland of Killyverry.  Described in the 1937/8 Schools Folklore Collection as, in 'The field in which the well is belongs to Miss Houston, Killyverry, Newtowncunningham…water cure for some ailement…e"
2903,DG03656,HOWE,DG108-003----,DONEGAL,CASHELARD,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG108-003----,Unlocated holy well dedicated to St. Coulmbkille within the townland of Cashelard.  Described in the 1937/8 Schools Folklore Commission as 'There is a little well at the top of Caheland [Cashelard] Mountain just beside the lough - the well is called St.
2904,DG03657,HOWE,DG093-025----,DONEGAL,"DOONAN,DRUMCLIFF,MULLANS (Donegal ED)",7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG093-025----,"Unlocated holy well within the townlands of Mullans/Drumcliff or Doonan, it is not certain what townland along the Killymard road this holy well is located in.  Listed by Ó Muirgheasa in 1936 as well no. 11 and described as, 'about a quarter of a mile f"
2905,DG03658,HOWE,DG078-005001-,DONEGAL,DRUMBOE LOWER,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG078-005001-,"Unlocated holy well within the townland of Drumboe Lower and located close to the site of Drumboe Monastery (DG078-005----).  Listed by Ó Muirgheasa in 1936 as well no. 76 and described as, ''The ""Abbey Well"" is still pointed out near the site of Drumbo"
2906,DG03659,HOWE,DG106-020----,DONEGAL,FINNER,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG106-020----,"Unlocated holy well in the townland of Finner.  Listed by Ó Muirgheasa in 1936 as well no. 5 and described as 'Tobar Patrick near Fennor Church (DG106-007----), the ruined church to the west of road between Bundoran and Ballyshannon' (Ó Muirgheasa 1936"
2907,DG03660,HOWE,DG028-037----,DONEGAL,INNISKIL (Knockalla ED),7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG028-037----,"Unlocated holy well within the townland of Inniskil, listed by Ó Muirgheasa in 1936 as well no. 85 (Ó Muirgheasa 1936, 156).  Described in 1936 as, at 'Deeny's Lane, Inniskil townland, Rathmullen parish, there still exists a well, now unfrequented, but"
2908,DG03661,HOWE,DG092-022----,DONEGAL,ARDAGHY GLEBE,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG092-022----,"Unlocated holy well in the townland of Ardaghy Glebe, listed by Ó Muirgheasa in 1936 as well no. 15 (Ó Muirgheasa ( 1936, 145).  Described by Ó Muirgheasa as, 'There is a second Well of St. Naal on Ardaghey Hill, near Lugnaal. Its sacred character has"
2909,DG03662,HOWE,DG002-009----,DONEGAL,DUNAGARD,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG002-009----,"Unlocated holy well within the townland of Dunagard, listed by Ó Muirgheasa as well no. 102 (Ó Muirgheasa 1936, 159).  Described by Ó Muirgheasa in 1936 as, 'On the hill of Cnoc a' Loch, north of Malin, and very near Malin Head, is a small lake dedica"
2910,DG03663,HOWE,DG103-070----,DONEGAL,BALLYMAGRORTY SCOTCH,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG103-070----,"Unlocated holy well within the townland of Ballymagrorty Scotch, listed by Ó Muirgheasa as well no. 10 (Ó Muirgheasa 1936, 145).  Described in 1936 by Ó Muirgheasa as, 'Near the old graveyard (DG103-011001-) on the hilltop at Racoo is a well issuing i"
2911,DG03664,HOWE,DG028-038----,DONEGAL,SALTPANS (Kilmacrenan By.),7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG028-038----,"Unlocated holy well within the townland of Saltpans, listed by Ó Muirgheasa  as well no. 87 (Ó Muirgheasa 1936, 156).  Described by Ó Muirgheasa as, 'there is a strong tradition of a Holy Well at the Saltpans, just at the angle where the old road to R"
2912,DG03665,HOWE,DG107-121----,DONEGAL,TULLYHORKY,7, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG107-121----,"Unlocated holy well known as St. Columba's Well within the townland of Tullyhorky which was described in the 1937/8 Schools Folklore Collection where it was recorded that the well was an, 'unfrequented and neglected spring of St. Columba in Tullyhurk nea"
2913,OF05004,HOWE,OF004-026----,OFFALY,BALLYHEASHILL,23,R183464,656800.000000000000000,736426.000000000000000,53.374961603999999,-7.146396729000000,Ritual site - holy well,Indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=OF004-026----,"Circular stone-lined spring well (diam. 0.6m; D 0.3m) partially covered over with bog oak timbers which is still in use and known locally as 'Anne's Well', often referred to as the blessed Well.  Bog oak timbers form part of the ritual carried out at the"
2914,WX04024,HOWE,WX026-078----,WEXFORD,COORAUN,31,R180668,698343.000000000000000,635366.000000000000000,52.460877324999998,-6.552851720000000,Ritual site - holy well,Not indicated,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX026-078----,"Situated at the crest of a SW-facing slope in a small grove (dims. c. 30m NW-SE; c. 25m NE-SW). According to Lewis (1837, vol. 1, 595) St Cooraun’s Well was venerated in the 1830s and was resorted to for the cure of infants. The pattern was held on the"
2915,LF02976,HOWE,LF014-138----,LONGFORD,FERAGHFAD,18,R163117,615672.000000000000000,772742.000000000000000,53.704136767000001,-7.762645903000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LF014-138----,"On the N side of a road, in wet poorly drained land overlooking bogland to the S. This spring well is enclosed by a small wellhouse that is constructed of concrete walls and a slated roof. It is open to the E and one step leads down to the water. Votive"
2916,LI08093,HOWE,LI041-071----,LIMERICK,BOHERCARRON,17,R121916,577155.000000000000000,631591.000000000000000,52.435321698000003,-8.335968209000001,Ritual site - holy well,Not indicated,'Tobergobinet', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI041-071----,"This holy well was reported to ASI by Sarah McCutcheon, archaeologist with Limerick County Council on 16th October 2012. She described the well as follows: ""it’s a roadside well, built into the ditch, with an outfall continuing northward which eventual"
2917,WI03261,HOWE,WI045-021----,WICKLOW,BALLYROOAUN,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI045-021----,"Unlocated holy well within the townland of Ballyrooaun.  According to Lynch (1994, 637) the 1930s Irish Folklore Commission, Schools Manuscript Collection (IFC S 927: 46) recorded that there is ‘a small well on Ballyrooaun Farm, one mile west of Arklow"
2918,WI03262,HOWE,WI045-022----,WICKLOW,KISH,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI045-022----,"Unlocated holy well within the townland of Kish.  According to Lynch (1994, 637) there is a holy well dedicated to St Brigid in the townland of Kish that is mentioned in the 1930s Irish Folklore Commission, Schools Manuscript Collection (IFC S 924: 45-46"
2919,WI03263,HOWE,WI030-043----,WICKLOW,"CUNNIAMSTOWN BEG,CUNNIAMSTOWN LITTLE",32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI030-043----,"Unlocated holy well within the townlands of  Cunniamstown Beg/Little.  According to Lynch (1994, 637) the Ordnance Survey Letters of 1838-40 recorded the presence of a holy well in one of these townlands.  Compiled by: Caimin O'Brien  Date of upload: 21"
2920,WI03264,HOWE,WI030-044----,WICKLOW,KILNAMANAGH MORE,32,R181671,724945.000000000000000,690150.000000000000000,52.947579107999999,-6.140787728000000,Ritual site - holy well, ,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI030-044----,"Possible holy well described by Ronan (1928, 150) as at ‘Kilmanoge (properly, Kill-na-mban-og), i.e., the Church of the Virgins (WI030-035----) is completely erased. And so also is the burying ground.  But the triangular enclosure, about 60 yds. each s"
2921,WI03265,HOWE,WI040-060----,WICKLOW,MONAGLOGH,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI040-060----,"Unlocated holy well within the townland of  Monaglogh.  According to Lynch (1994, 638) there is a holy well dedicated to St Patrick in the townland of Monaglogh that is mentioned in the 1930s Irish Folklore Commission, Schools Manuscript Collection (IFC"
2922,WI03266,HOWE,WI025-012017-,WICKLOW,CORPORATION LANDS,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI025-012017-,"Holy well dedicated to St Patrick that is situated on Greenhill Road on the outskirts of Wicklow town.  According to Lynch (1994, 638) there is a holy well dedicated to St Patrick in Corporation Lands that is mentioned in the 1930s Irish Folklore Commiss"
2923,WI03267,HOWE,WI012-071----,WICKLOW,BALLINASTOE,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI012-071----,"Unlocated holy well within the townland of Ballinastoe.  According to Lynch (1994, 638) there is a holy well dedicated to St Kevin in the townland of Ballinastoe that is mentioned in the 1930s Irish Folklore Commission, Schools Manuscript Collection (IFC"
2924,WI03268,HOWE,WI012-072----,WICKLOW,MULLINAVEIGE,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI012-072----,"Unlocated holy well within the townland of Mullinaveige.  According to Lynch (1994, 638) there is a holy well dedicated to St Kevin in the townland of Mullinaveige that is mentioned in the 1930s Irish Folklore Commission, Schools Manuscript Collection (I"
2925,WI03269,HOWE,WI018-050----,WICKLOW,ROUNDWOOD,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI018-050----,"Unlocated possible holy well within the townland of Roundwood.  According to Lynch (1994, 639) there is a holy well in the townland of Roundwood that is mentioned in the 1930s Irish Folklore Commission, Schools Manuscript Collection (IFC S  918: 34/35)."
